Question,Answer,File,URL
What can students expect after applying to a co-op program and while participating in the program?,"- Gain insight into what happens after applying
- Tips for planning your timeline
- Professional relationships with industry connections
- Potential references and LinkedIn connections
- Offer for full-time employment upon graduation
- Prepare resume, cover letter, and interview skills
- Reflect on career and pivot if necessary
- Complete work terms with at least two separate employers
- Real work experiences with compensation
- Mentorship and training from employers
- Apply classroom knowledge to the workplace
- Gain new perspectives from work term",0_3_9_10,https://www.sfu.ca/coop.html
What opportunities do co-op programs offer in terms of career options and industry connections?,"- Co-op programs offer real work experiences with actual compensation
- Co-op creates professional relationships with real industry connections
- Students may leave work terms with potential references and new LinkedIn connections
- In some cases, students may receive offers for full-time employment upon graduation",0_3_9_10,https://www.sfu.ca/coop.html
How does co-op differ from internships in terms of work experiences and compensation?,"Co-op offers real work experiences with actual compensation, unlike internships.",0_3_9_10,https://www.sfu.ca/coop.html
How does co-op create a supportive environment for students in job placements?,"- Co-op students only compete with other co-op students for job placements
- Employers provide mentorship and training during work terms
- Students can apply classroom knowledge to the workplace
- Gain new perspectives from work terms when returning to the classroom",0_3_9_10,https://www.sfu.ca/coop.html
How does co-op help students transition from the academic world to the working world?,- Co-op allows students to apply their classroom knowledge to the workplace,0_3_9_10,https://www.sfu.ca/coop.html
How can I contact SFU's Financial Aid and Awards Advisors?,You can call SFU's Financial Aid and Awards Advisors at 778 782 6930 or book an in-person or virtual advising session through Advisor Link.,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
What are the hours for calling the Financial Aid and Awards Advisors?,"Monday to Friday, 10:00 am - 12:30 pm and 1:30 - 3:30 pm",0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
Can SFU alumni receive assistance from the Financial Aid and Awards Advisors?,Yes.,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
How can I connect with the Registrar and Information Services for specific requests?,"Connect with Registrar and Information Services for Provincial Scholarships Program Voucher, Confirmation of Enrollment verification for RESP forms, paying tuition, transcript requests, and more.",0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
Where can I find information about tuition fees and payment plans?,- Connect with Student Accounts.,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
How can I contact Student Accounts for questions about tuition fees and refunds?,You can contact Student Accounts by connecting with them.,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
Who should I contact for Graduate scholarships and awards?,Department or Graduate and Postdoctoral Studies.,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
How can current students book an advising session with an Advisor?,Current students can sign in through Advisor Link to book an in-person or virtual advising session with an Advisor from their success team.,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
How can future students or SFU alumni book an advising session with a Financial Aid and Awards Advisor?,Future students or SFU alumni can book an advising session with a Financial Aid and Awards Advisor by filling out a quick form on the SFU website.,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
What is the email address for contacting the Financial Aid and Awards team at SFU?,fiassist@sfu.ca,0_3_9_11,https://www.sfu.ca/students/financialaid/contact.html
What is a bursary and how does it differ from other forms of financial aid?,- A bursary is a supplemental source of funding for students with demonstrated financial need,0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
Who is eligible to apply for bursaries at this institution?,"Canadian and International students, students in Specialty Programs",0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
When can students expect to receive bursary funds after applying?,Students may not be awarded a bursary every term and payment of funds may not occur until the middle of the term of application.,0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
What are the eligibility requirements for Work-Study placements?,"- To qualify and maintain eligibility for a Work-Study placement, students must:
- If in a per term fee program, students must:
- If in a per unit fee program, students must:",0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
How can students in Specialty Programs apply for bursaries?,Students in Specialty Programs can apply for bursaries through Financial Aid and Awards (FAA) or their program's department if funding is provided.,0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
Is it necessary to specify individual bursaries when applying?,"No, you do not need to specify individual bursaries when applying. If you are eligible, you will be considered for all available bursaries.",0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
What is the process for applying for the TSSU Member Childcare Fund?,- Current TSSU members may apply to the TSSU Membership Child Care Fund each semester,0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
What are the deadlines for applying for bursaries and financial aid?,"- Applications must be received by the end of the third week of the semester
- Disbursements will be made by no later than the seventh week of the semester",0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
"How can students access the online Scholarship, Awards, and Bursaries database?","Students can access the online Scholarship, Awards, and Bursaries database through the Student Information System (SIS).",0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
Are bursary funds guaranteed each term?,Bursary funding is not guaranteed each term.,0_3_9_12,https://www.sfu.ca/students/financialaid/grad/bursaries.html
What is VictimLinkBC and how can it be accessed?,"- VictimLinkBC is a toll-free, confidential, multilingual service available in B.C. and the Yukon",0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
What services does VictimLinkBC provide to victims of crime?,"- Information and referral services
- Immediate crisis support
- Assistance in up to 150 languages
- Connection to community, social, health, justice, and government resources",0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
In how many languages does VictimLinkBC offer services?,VictimLinkBC offers services in up to 150 languages.,0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
How many calls did VictimLinkBC assist with in 2019-2020?,"VictimLinkBC assisted on more than 12,000 calls in 2019-2020.",0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
Can individuals who are unsure if they have been a victim of crime still contact VictimLinkBC for assistance?,Yes.,0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
What types of resources can VictimLinkBC connect individuals to?,"Victim services, transition houses, counseling resources, justice system information, federal and provincial legislation and programs, crime prevention resources, safety planning, protection order registry.",0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
Is VictimLinkBC available 24/7?,Yes.,0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
How can individuals contact VictimLinkBC for support and information?,"Individuals can contact VictimLinkBC for support and information by calling or texting 1-800-563-0808, emailing VictimLinkBC@bc211.ca.",0_3_9_13,https://www2.gov.bc.ca/gov/content/justice/criminal-justice/victims-of-crime/victimlinkbc
"What is the Suicide Attempt Follow-up, Education & Research (S.A.F.E.R.) program?","- S.A.F.E.R. is a free, time-limited counselling service
- Provides counselling for individuals aged 19 and over who have made a suicide attempt, are currently suicidal, or have suicidal ideation
- Offers support and education for people concerned about the risk of suicide in a significant other or bereaved by a suicide death
- Provides training, education, and professional consultation in the areas of suicide prevention, intervention, and postvention",0_3_9_14,https://www.vch.ca/en/service/suicide-attempt-follow-education-research-safer#short-description--6731
What are the emergency contact numbers provided for individuals in crisis?,"- Suicide hotline: 1-800-784-2433
- Call BC Crisis Line: 604-310-6789
- Kids Help Phone: 1-800-668-6868
- KUU-US Crisis Support Line (BC Wide Indigenous Toll Free Crisis and Support Line): 1-800-588-8717",0_3_9_14,https://www.vch.ca/en/service/suicide-attempt-follow-education-research-safer#short-description--6731
How can S.A.F.E.R,- S.A.F.E.R. offers up to three appointments with a counsellor to a person concerned about someone who is suicidal,0_3_9_14,https://www.vch.ca/en/service/suicide-attempt-follow-education-research-safer#short-description--6731
What warning signs of suicide might someone notice?,"- Changes in behavior or mood
- Talking about feeling trapped or hopeless
- Withdrawal from activities and relationships
- Increased use of alcohol or drugs
- Giving away possessions
- Talking about wanting to die or kill oneself",0_3_9_14,https://www.vch.ca/en/service/suicide-attempt-follow-education-research-safer#short-description--6731
What services does S.A.F.E.R,S.A.F.E.R. offers individual counselling and counsellor-led groups for those who have lost someone to suicide.,0_3_9_14,https://www.vch.ca/en/service/suicide-attempt-follow-education-research-safer#short-description--6731
What educational workshops does S.A.F.E.R,S.A.F.E.R. offers educational workshops in Suicide Intervention and Suicide Bereavement for mental health workers and residents of the City of Vancouver.,0_3_9_14,https://www.vch.ca/en/service/suicide-attempt-follow-education-research-safer#short-description--6731
How does S.A.F.E.R,"- S.A.F.E.R. offers up to three appointments with a counsellor
- S.A.F.E.R. offers individual counselling to individuals who have lost someone to suicide
- S.A.F.E.R. counsellors offer educational workshops in Suicide Intervention and Suicide Bereavement
- Protecting privacy is a priority
- Avoid including names or identifying details",0_3_9_14,https://www.vch.ca/en/service/suicide-attempt-follow-education-research-safer#short-description--6731
